x,y,s
17,50,X
18,19,X
16,82,X
17,51,X
18,20,X
16,83,X
17,52,X
18,21,X
16,84,X
17,53,X
18,22,X
16,85,X
17,54,X
18,23,X
16,86,X
17,55,X
18,24,X
16,87,X
17,56,X
18,25,X
16,88,X
17,57,X
18,26,X
16,89,X
17,58,X
18,27,X
16,90,X
17,59,X
18,28,X
17,60,X
18,29,X
17,61,X
18,30,X
17,62,X
18,31,X
17,63,X
18,32,X
17,64,X
18,33,X
17,65,X
18,34,X
17,66,X
18,35,X
17,67,X
18,36,X
17,68,X
18,37,X
17,69,X
18,38,X
17,70,X
18,39,X
17,71,X
18,40,X
17,72,X
18,41,X
17,73,X
18,42,X
17,74,X
18,43,X
17,75,X
18,44,X
17,76,X
18,45,X
17,77,X
18,46,X
17,78,X
18,47,X
17,79,X
18,48,X
17,80,X
18,49,X
17,81,X
18,50,X
17,82,X
18,51,X
19,20,X
17,83,X
18,52,X
19,21,X
17,84,X
18,53,X
19,22,X
17,85,X
18,54,X
19,23,X
17,86,X
18,55,X
19,24,X
17,87,X
18,56,X
19,25,X
17,88,X
18,57,X
19,26,X
17,89,X
18,58,X
19,27,X
17,90,X
18,59,X
19,28,X
18,60,X
19,29,X
18,61,X
19,30,X
18,62,X
19,31,X
18,63,X
19,32,X
18,64,X
19,33,X
18,65,X
19,34,X
18,66,X
19,35,X
18,67,X
19,36,X
18,68,X
19,37,X
18,69,X
19,38,X
18,70,X
19,39,X
18,71,X
19,40,X
18,72,X
19,41,X
18,73,X
19,42,X
18,74,X
19,43,X
18,75,X
19,44,X
18,76,X
19,45,X
18,77,X
19,46,X
18,78,X
19,47,X
18,79,X
19,48,X
18,80,X
19,49,X
18,81,X
19,50,X
18,82,X
19,51,X
18,83,X
19,52,X
20,21,X
18,84,X
19,53,X
20,22,X
18,85,X
19,54,X
20,23,X
18,86,X
19,55,X
20,24,X
18,87,X
19,56,X
20,25,X
18,88,X
19,57,X
20,26,X
18,89,X
19,58,X
20,27,X
18,90,X
19,59,X
20,28,X
19,60,X
20,29,X
19,61,X
20,30,X
19,62,X
20,31,X
19,63,X
20,32,X
19,64,X
20,33,X
19,65,X
20,34,X
19,66,X
20,35,X
19,67,X
20,36,X
19,68,X
20,37,X
19,69,X
20,38,X
19,70,X
20,39,X
19,71,X
20,40,X
19,72,X
20,41,X
19,73,X
20,42,X
19,74,X
20,43,X
19,75,X
20,44,X
19,76,X
20,45,X
19,77,X
20,46,X
19,78,X
20,47,X
19,79,X
20,48,X
19,80,X
20,49,X
19,81,X
20,50,X
19,82,X
20,51,X
19,83,X
20,52,X
19,84,X
20,53,X
21,22,X
19,85,X
20,54,X
21,23,X
19,86,X
20,55,X
21,24,X
19,87,X
20,56,X
21,25,X
19,88,X
20,57,X
21,26,X
19,89,X
20,58,X
21,27,X
19,90,X
20,59,X
21,28,X
20,60,X
21,29,X
20,61,X
21,30,X
20,62,X
21,31,X
20,63,X
21,32,X
20,64,X
21,33,X
20,65,X
21,34,X
20,66,X
21,35,X
20,67,X
21,36,X
20,68,X
21,37,X
20,69,X
21,38,X
20,70,X
21,39,X
20,71,X
21,40,X
20,72,X
21,41,X
20,73,X
21,42,X
20,74,X
21,43,X
20,75,X
21,44,X
20,76,X
21,45,X
20,77,X
21,46,X
20,78,X
21,47,X
20,79,X
21,48,X
20,80,X
21,49,X
20,81,X
21,50,X
20,82,X
21,51,X
20,83,X
21,52,X
20,84,X
21,53,X
20,85,X
21,54,X
22,23,X
20,86,X
21,55,X
22,24,X
20,87,X
21,56,X
22,25,X
20,88,X
21,57,X
22,26,X
20,89,X
21,58,X
22,27,X
20,90,X
21,59,X
22,28,X
21,60,X
22,29,X
21,61,X
22,30,X
21,62,X
22,31,X
21,63,X
22,32,X
21,64,X
22,33,X
21,65,X
22,34,X
21,66,X
22,35,X
21,67,X
22,36,X
21,68,X
22,37,X
21,69,X
22,38,X
21,70,X
22,39,X
21,71,X
22,40,X
21,72,X
22,41,X
21,73,X
22,42,X
21,74,X
22,43,X
21,75,X
22,44,X
21,76,X
22,45,X
21,77,X
22,46,X
21,78,X
22,47,X
21,79,X
22,48,X
21,80,X
22,49,X
21,81,X
22,50,X
21,82,X
22,51,X
21,83,X
22,52,X
21,84,X
22,53,X
21,85,X
22,54,X
21,86,X
22,55,X
23,24,X
21,87,X
22,56,X
23,25,X
21,88,X
22,57,X
23,26,X
21,89,X
22,58,X
23,27,X
21,90,X
22,59,X
23,28,X
22,60,X
23,29,X
22,61,X
23,30,X
22,62,X
23,31,X
22,63,X
23,32,X
22,64,X
23,33,X
22,65,X
23,34,X
22,66,X
23,35,X
22,67,X
23,36,X
22,68,X
23,37,X
22,69,X
23,38,X
22,70,X
23,39,X
22,71,X
23,40,X
22,72,X
23,41,X
22,73,X
23,42,X
22,74,X
23,43,X
22,75,X
23,44,X
22,76,X
23,45,X
22,77,X
23,46,X
22,78,X
23,47,X
22,79,X
23,48,X
22,80,X
23,49,X
22,81,X
23,50,X
22,82,X
23,51,X
22,83,X
23,52,X
22,84,X
23,53,X
22,85,X
23,54,X
22,86,X
23,55,X
22,87,X
23,56,X
24,25,X
22,88,X
23,57,X
24,26,X
22,89,X
23,58,X
24,27,X
22,90,X
23,59,X
24,28,X
23,60,X
24,29,X
23,61,X
24,30,X
23,62,X
24,31,X
23,63,X
24,32,X
23,64,X
24,33,X
23,65,X
24,34,X
23,66,X
24,35,X
23,67,X
24,36,X
23,68,X
24,37,X
23,69,X
24,38,X
23,70,X
24,39,X
23,71,X
24,40,X
23,72,X
24,41,X
23,73,X
24,42,X
23,74,X
24,43,X
23,75,X
24,44,X
23,76,X
24,45,X
23,77,X
24,46,X
23,78,X
24,47,X
23,79,X
24,48,X
23,80,X
24,49,X
23,81,X
24,50,X
23,82,X
24,51,X
23,83,X
24,52,X
23,84,X
24,53,X
23,85,X
24,54,X
23,86,X
24,55,X
23,87,X
24,56,X
23,88,X
24,57,X
25,26,X
23,89,X
24,58,X
25,27,X
23,90,X
24,59,X
25,28,X
24,60,X
25,29,X
24,61,X
25,30,X
24,62,X
25,31,X
24,63,X
25,32,X
24,64,X
25,33,X
24,65,X
25,34,X
24,66,X
25,35,X
24,67,X
25,36,X
24,68,X
25,37,X
24,69,X
25,38,X
24,70,X
25,39,X
24,71,X
25,40,X
24,72,X
25,41,X
24,73,X
25,42,X
24,74,X
25,43,X
24,75,X
25,44,X
24,76,X
25,45,X
24,77,X
25,46,X
24,78,X
25,47,X
24,79,X
25,48,X
24,80,X
25,49,X
24,81,X
25,50,X
24,82,X
25,51,X
24,83,X
25,52,X
24,84,X
25,53,X
24,85,X
25,54,X
24,86,X
25,55,X
24,87,X
25,56,X
24,88,X
25,57,X
24,89,X
25,58,X
26,27,X
24,90,X
25,59,X
26,28,X
25,60,X
26,29,X
25,61,X
26,30,X
25,62,X
26,31,X
25,63,X
26,32,X
25,64,X
26,33,X
25,65,X
26,34,X
25,66,X
26,35,X
25,67,X
26,36,X
25,68,X
26,37,X
25,69,X
26,38,X
25,70,X
26,39,X
25,71,X
26,40,X
25,72,X
26,41,X
25,73,X
26,42,X
25,74,X
26,43,X
25,75,X
26,44,X
25,76,X
26,45,X
25,77,X
26,46,X
25,78,X
26,47,X
25,79,X
26,48,X
25,80,X
26,49,X
25,81,X
26,50,X
25,82,X
26,51,X
25,83,X
26,52,X
25,84,X
26,53,X
25,85,X
26,54,X
25,86,X
26,55,X
25,87,X
26,56,X
25,88,X
26,57,X
25,89,X
26,58,X
25,90,X
26,59,X
27,28,X
26,60,X
27,29,X
26,61,X
27,30,X
26,62,X
27,31,X
26,63,X
27,32,X
26,64,X
27,33,X
26,65,X
27,34,X
26,66,X
27,35,X
26,67,X
27,36,X
26,68,X
27,37,X
26,69,X
27,38,X
26,70,X
27,39,X
26,71,X
27,40,X
26,72,X
27,41,X
26,73,X
27,42,X
26,74,X
27,43,X
26,75,X
27,44,X
26,76,X
27,45,X
26,77,X
27,46,X
26,78,X
27,47,X
26,79,X
27,48,X
26,80,X
27,49,X
26,81,X
27,50,X
26,82,X
27,51,X
26,83,X
27,52,X
26,84,X
27,53,X
26,85,X
27,54,X
26,86,X
27,55,X
26,87,X
27,56,X
26,88,X
27,57,X
26,89,X
27,58,X
26,90,X
27,59,X
27,60,X
28,29,X
27,61,X
28,30,X
27,62,X
28,31,X
27,63,X
28,32,X
27,64,X
28,33,X
27,65,X
28,34,X
27,66,X
28,35,X
27,67,X
28,36,X
27,68,X
28,37,X
27,69,X
28,38,X
27,70,X
28,39,X
27,71,X
28,40,X
27,72,X
28,41,X
27,73,X
28,42,X
27,74,X
28,43,X
27,75,X
28,44,X
27,76,X
28,45,X
27,77,X
28,46,X
27,78,X
28,47,X
27,79,X
28,48,X
27,80,X
28,49,X
27,81,X
28,50,X
27,82,X
28,51,X
27,83,X
28,52,X
27,84,X
28,53,X
27,85,X
28,54,X
27,86,X
28,55,X
27,87,X
28,56,X
27,88,X
28,57,X
27,89,X
28,58,X
27,90,X
28,59,X
28,60,X
28,61,X
29,30,X
28,62,X
29,31,X
28,63,X
29,32,X
28,64,X
29,33,X
28,65,X
29,34,X
28,66,X
29,35,X
28,67,X
29,36,X
28,68,X
29,37,X
28,69,X
29,38,X
28,70,X
29,39,X
28,71,X
29,40,X
28,72,X
29,41,X
28,73,X
29,42,X
28,74,X
29,43,X
28,75,X
29,44,X
28,76,X
29,45,X
28,77,X
29,46,X
28,78,X
29,47,X
28,79,X
29,48,X
28,80,X
29,49,X
28,81,X
29,50,X
28,82,X
29,51,X
28,83,X
29,52,X
28,84,X
29,53,X
28,85,X
29,54,X
28,86,X
29,55,X
28,87,X
29,56,X
28,88,X
29,57,X
28,89,X
29,58,X
28,90,X
29,59,X
29,60,X
29,61,X
29,62,X
30,31,X
29,63,X
30,32,X
29,64,X
30,33,X
29,65,X
30,34,X
29,66,X
30,35,X
29,67,X
30,36,X
29,68,X
30,37,X
29,69,X
30,38,X
29,70,X
30,39,X
29,71,X
30,40,X
29,72,X
30,41,X
29,73,X
30,42,X
29,74,X
30,43,X
29,75,X
30,44,X
29,76,X
30,45,X
29,77,X
30,46,X
29,78,X
30,47,X
29,79,X
30,48,X
29,80,X
30,49,X
29,81,X
30,50,X
29,82,X
30,51,X
29,83,X
30,52,X
29,84,X
30,53,X
29,85,X
30,54,X
29,86,X
30,55,X
29,87,X
30,56,X
29,88,X
30,57,X
29,89,X
30,58,X
29,90,X
30,59,X
30,60,X
30,61,X
30,62,X
30,63,X
31,32,X
30,64,X
31,33,X
30,65,X
31,34,X
30,66,X
31,35,X
30,67,X
31,36,X
30,68,X
31,37,X
30,69,X
31,38,X
30,70,X
31,39,X
30,71,X
31,40,X
30,72,X
31,41,X
30,73,X
31,42,X
30,74,X
31,43,X
30,75,X
31,44,X
30,76,X
31,45,X
30,77,X
31,46,X
30,78,X
31,47,X
30,79,X
31,48,X
30,80,X
31,49,X
30,81,X
31,50,X
30,82,X
31,51,X
30,83,X
31,52,X
30,84,X
31,53,X
30,85,X
31,54,X
30,86,X
31,55,X
30,87,X
31,56,X
30,88,X
31,57,X
30,89,X
31,58,X
30,90,X
31,59,X
31,60,X
31,61,X
31,62,X
31,63,X
31,64,X
32,33,X
31,65,X
32,34,X
31,66,X
32,35,X
31,67,X
32,36,X
31,68,X
32,37,X
31,69,X
32,38,X
31,70,X
32,39,X
31,71,X
32,40,X
31,72,X
32,41,X
31,73,X
32,42,X
31,74,X
32,43,X
31,75,X
32,44,X
31,76,X
32,45,X
31,77,X
32,46,X
31,78,X
32,47,X
31,79,X
32,48,X
31,80,X
32,49,X
31,81,X
32,50,X
31,82,X
32,51,X
31,83,X
32,52,X
31,84,X
32,53,X
31,85,X
32,54,X
31,86,X
32,55,X
31,87,X
32,56,X
31,88,X
32,57,X
31,89,X
32,58,X
31,90,X
32,59,X
32,60,X
32,61,X
32,62,X
32,63,X
32,64,X
32,65,X
33,34,X
32,66,X
33,35,X
32,67,X
